447,99,30
918,99,32
818,99,35
584,99,41
495,99,53
370,98,8
750,98,9
119,98,17
507,98,18
156,98,24
462,98,24
79,98,36
792,98,40
832,98,51
348,98,62
315,98,69
801,97,1
865,97,1
50,97,8
51,97,18
133,97,23
540,97,25
620,97,25
8,97,29
304,97,31
793,97,34
551,97,38
492,97,49
499,97,52
369,97,56
32,97,63
926,97,66
500,96,1
263,96,2
821,96,2
523,96,6
697,96,37
238,96,50
712,96,55
878,96,61
104,96,66
74,96,67
484,96,70
186,95,8
790,95,10
969,95,10
951,95,29
978,95,29
845,95,39
393,95,54
997,95,54
405,95,58
642,95,63
639,95,64
185,94,4
280,94,4
272,94,8
279,94,11
13,94,15
862,94,20
701,94,41
518,94,45
350,94,47
972,94,52
768,94,57
414,94,60
465,94,70
976,93,11
191,93,13
805,93,13
158,93,49
266,93,49
449,93,55
268,93,66
700,93,66
324,92,2
635,92,14
57,92,20
92,92,20
983,92,20
307,92,21
468,92,30
340,92,34
168,92,68
711,91,0
898,91,1
749,91,8
173,91,9
406,91,9
964,91,16
647,91,21
661,91,23
598,91,31
226,91,52
171,91,58
760,91,62
850,91,62
321,91,64
243,91,70
608,90,5
742,90,13
219,90,15
722,90,15
131,90,19
223,90,28
239,90,28
444,90,32
903,90,34
334,90,42
885,90,45
813,90,51
291,90,58
78,89,16
981,89,28
342,89,44
60,89,51
116,89,61
229,89,66
737,89,66
555,88,4
349,88,5
652,88,5
666,88,5
775,88,15
437,88,22
631,88,48
496,88,50
85,88,60
962,88,62
33,88,67
810,87,1
483,87,5
355,87,6
665,87,9
909,87,16
966,87,19
914,87,28
826,87,41
823,87,44
44,87,56
277,86,1
346,86,3
791,86,11
397,86,17
337,86,26
170,86,31
490,86,34
352,86,56
553,86,57
857,86,63
622,86,66
745,86,66
197,85,1
153,85,7
139,85,8
396,85,16
935,85,23
11,85,25
727,85,35
395,85,48
735,85,53
93,85,57
952,85,61
167,85,70
734,84,17
715,84,20
407,84,26
367,84,41
374,84,43
897,84,43
654,84,44
613,84,59
138,84,60
937,84,62
786,84,65
729,84,68
73,84,70
628,83,16
389,83,32
458,83,33
59,83,47
743,83,58
671,83,67
299,82,2
552,82,3
338,82,6
591,82,12
20,82,16
822,82,16
643,82,17
70,82,21
913,82,36
645,82,43
746,82,64
663,82,68
910,81,10
417,81,14
136,81,15
305,81,18
31,81,23
915,81,34
875,81,36
664,81,39
785,81,47
329,81,56
721,81,57
443,80,13
782,80,35
627,80,37
688,80,59
128,80,61
541,80,67
90,80,68
714,79,21
390,79,29
451,79,45
571,79,50
112,79,56
974,79,59
209,79,60
525,78,6
770,78,6
883,78,10
512,78,38
392,78,40
686,78,62
618,77,0
943,77,3
450,77,13
115,77,15
91,77,18
517,77,22
415,77,27
125,77,54
235,77,62
705,76,2
998,76,22
89,76,33
160,76,38
325,76,39
341,76,43
769,76,45
718,76,52
720,76,52
731,76,59
520,76,67
145,75,4
487,75,5
574,75,17
928,75,26
693,75,27
399,75,31
659,75,31
427,75,40
421,75,48
210,75,49
879,75,53
7,75,56
986,75,57
411,75,59
404,75,66
34,74,9
819,74,11
384,74,16
549,74,19
224,74,29
526,74,38
208,74,45
798,74,49
880,74,51
858,74,69
561,73,10
9,73,17
617,73,31
385,73,32
847,73,38
58,73,44
708,73,44
934,73,49
152,73,62
260,72,7
917,72,7
64,72,9
314,72,10
124,72,15
86,72,16
401,72,20
250,72,25
987,72,29
694,72,36
908,72,51
753,72,52
366,72,58
702,72,64
26,72,69
213,72,70
550,71,1
189,71,8
980,71,27
293,71,33
592,71,37
494,71,38
582,71,50
218,71,53
129,71,54
464,71,58
780,71,58
965,71,59
166,71,63
2,71,70
660,70,8
761,70,20
283,70,23
829,70,25
633,70,28
140,70,34
744,70,39
121,70,42
597,70,46
854,70,65
846,69,7
538,69,16
619,69,19
400,69,23
788,69,24
809,69,24
320,69,34
114,69,37
953,69,44
583,69,45
985,69,49
728,69,51
765,69,56
351,69,57
542,69,58
544,69,58
289,69,60
217,69,66
271,68,8
799,68,12
184,68,18
912,68,19
589,68,38
876,68,39
535,68,50
3,68,52
990,68,53
187,67,6
327,67,13
948,67,27
438,67,40
904,67,52
757,67,59
902,67,60
593,67,63
508,67,67
102,67,69
993,66,15
982,66,20
211,66,25
67,66,29
10,66,39
255,66,39
657,66,41
365,66,42
815,66,52
630,66,63
436,66,64
833,66,68
98,65,1
446,65,5
292,65,9
278,65,11
111,65,14
377,65,40
391,65,53
955,65,53
286,65,65
477,65,66
814,65,67
842,65,70
200,64,1
510,64,8
911,64,9
61,64,13
430,64,15
640,64,15
371,64,24
227,64,27
678,64,29
675,64,33
328,64,35
316,64,42
498,64,43
747,64,60
655,64,61
843,64,69
77,63,2
991,63,4
704,63,9
409,63,21
422,63,36
841,63,41
157,63,48
190,62,5
36,62,12
107,62,17
939,62,27
730,62,37
891,62,38
442,62,39
895,62,46
767,61,10
557,61,11
108,61,27
333,61,35
481,61,50
491,61,53
536,61,55
899,61,62
478,60,11
601,60,19
882,60,26
251,60,28
313,60,29
106,60,32
860,60,37
76,60,42
954,60,48
877,60,56
777,60,63
505,60,64
319,60,67
513,60,70
403,59,4
120,59,15
117,59,24
356,59,26
723,59,27
256,59,31
516,59,32
310,59,35
759,59,48
776,59,48
626,59,53
476,59,55
432,58,5
331,58,15
989,58,25
81,58,46
568,58,49
873,58,57
662,58,64
709,58,70
27,57,3
275,57,20
37,57,23
473,57,36
306,57,60
100,56,2
172,56,2
40,56,5
889,56,5
804,56,9
425,56,15
779,56,22
110,56,27
428,56,29
852,56,29
554,56,35
716,56,44
147,56,45
199,56,51
637,56,66
330,55,1
887,55,9
901,55,16
696,55,17
180,55,55
368,55,56
221,55,70
455,54,7
311,54,9
284,54,20
736,54,26
560,54,33
402,54,34
824,54,36
30,54,70
923,53,9
748,53,13
870,53,19
5,53,22
71,53,23
594,53,26
72,53,30
828,53,31
668,53,44
766,53,63
109,53,68
258,52,2
807,52,2
489,52,3
546,52,16
925,52,16
713,52,19
471,52,22
604,52,24
816,52,32
181,52,37
623,52,38
347,52,40
933,52,47
215,52,52
994,52,53
426,52,57
55,52,63
69,52,70
252,51,1
894,51,10
585,51,23
580,51,25
938,51,26
122,51,30
12,51,32
958,51,36
467,51,39
625,51,47
398,51,50
413,51,50
298,51,52
863,51,53
394,51,64
567,51,66
194,51,69
126,51,70
945,50,0
896,50,3
681,50,15
772,50,35
440,50,42
929,50,45
212,50,54
528,50,54
332,50,64
205,50,68
294,49,1
21,49,6
690,49,7
232,49,13
309,49,21
261,49,22
572,49,28
906,49,46
16,49,59
322,49,70
827,48,17
931,48,17
176,48,22
290,48,23
840,48,30
703,48,31
922,48,38
503,48,43
979,48,45
47,48,47
636,48,51
853,48,51
573,48,54
973,48,59
434,48,61
812,47,5
506,47,8
699,47,11
148,47,14
424,47,14
188,47,15
15,47,17
143,47,17
159,47,25
0,47,29
301,47,47
203,47,48
479,47,48
387,47,56
669,47,60
25,47,62
242,47,64
817,47,67
113,47,69
343,46,0
676,46,21
62,46,26
755,46,32
344,46,42
288,46,48
466,46,49
379,46,51
916,46,62
724,46,63
837,46,67
868,46,67
357,46,70
646,45,5
83,45,10
485,45,22
527,45,37
486,45,39
957,45,46
531,45,48
142,45,59
244,45,70
97,44,12
614,44,15
296,44,24
940,44,45
607,44,49
774,44,49
254,44,52
206,44,53
202,44,54
530,44,69
621,43,3
579,43,13
295,43,30
88,43,34
695,43,39
674,43,41
179,43,45
454,43,60
453,43,70
924,43,70
534,42,3
959,42,10
169,42,19
684,42,19
806,42,26
183,42,39
460,42,40
419,42,49
470,42,52
39,42,55
687,42,60
532,42,67
656,42,68
163,41,11
66,41,14
884,41,21
558,41,22
177,41,23
566,41,26
488,41,28
834,41,38
988,41,42
808,41,47
195,41,54
644,40,2
1,40,4
629,40,10
831,40,17
960,40,17
193,40,23
751,40,24
178,40,32
361,40,51
511,40,51
658,39,0
17,39,6
245,39,14
204,39,15
248,39,23
905,39,37
18,39,39
682,39,47
317,39,49
24,39,58
150,39,59
871,39,68
595,38,6
22,38,7
796,38,8
685,38,11
936,38,16
46,38,38
756,38,43
501,38,64
548,37,17
849,37,17
874,37,18
738,37,25
155,37,29
739,37,43
318,37,44
165,37,46
461,37,49
919,37,50
968,37,54
335,37,55
420,37,63
38,36,8
6,36,12
543,36,24
345,36,32
82,36,64
691,36,65
616,36,69
418,35,0
381,35,22
247,35,30
457,35,31
569,35,32
54,35,34
214,35,41
984,35,43
48,35,48
358,35,56
270,35,66
907,34,0
794,34,5
725,34,9
94,34,12
752,34,34
201,34,41
606,33,3
312,33,21
259,33,25
564,33,27
339,33,31
75,33,56
783,33,70
950,32,2
241,32,5
848,32,10
698,32,25
758,32,36
264,32,47
679,32,57
515,32,58
539,32,59
382,32,69
689,31,7
161,31,22
269,31,27
570,31,27
778,31,38
547,31,40
519,31,50
650,30,4
231,30,13
297,30,26
257,30,33
605,30,46
326,30,67
590,30,67
888,29,2
825,29,18
892,29,31
581,29,61
680,29,65
784,29,65
732,28,1
838,28,1
890,28,1
192,28,9
412,28,9
563,28,15
265,28,16
475,28,19
830,28,28
529,28,34
359,28,42
672,28,49
975,28,66
930,27,14
961,27,17
336,27,19
363,26,2
932,26,2
220,26,45
459,26,47
456,26,48
52,26,50
134,26,56
435,25,11
942,25,32
763,25,33
175,25,38
855,25,46
429,25,58
383,25,67
216,24,10
19,24,11
995,24,17
578,24,26
649,24,49
354,24,65
881,24,66
362,23,0
480,23,4
754,23,4
65,23,10
373,23,10
262,23,11
864,23,16
364,23,19
196,23,24
236,23,27
692,23,27
164,23,31
130,23,34
596,23,43
233,23,53
638,23,55
861,23,55
941,23,62
733,22,10
641,22,18
576,22,20
234,22,22
448,22,22
463,22,24
971,22,25
416,22,28
118,22,34
562,22,36
225,22,41
303,22,48
80,22,58
612,22,66
811,21,0
431,21,13
764,21,18
522,21,25
42,21,26
99,21,31
380,21,46
762,21,64
921,20,12
587,20,17
514,20,22
963,20,23
559,20,31
970,20,36
43,20,37
249,20,41
154,20,46
323,20,46
575,20,57
151,20,64
710,20,67
741,19,3
683,19,17
68,19,24
4,19,35
386,19,36
996,19,39
135,19,56
445,19,59
144,19,63
545,19,70
302,18,2
524,18,2
41,18,14
174,18,16
719,18,22
872,18,28
771,18,31
773,18,33
706,18,38
586,18,40
609,18,46
866,18,60
602,18,61
375,18,65
835,18,67
207,17,3
599,17,20
537,17,35
95,17,42
23,17,44
101,17,48
423,17,50
600,17,62
509,17,64
56,16,1
781,16,3
670,16,11
977,16,25
127,16,33
230,16,40
900,16,41
282,16,45
240,16,46
137,16,54
469,16,56
388,16,58
504,15,28
944,15,36
556,15,43
35,15,49
603,14,6
29,14,11
162,14,11
634,14,24
947,14,26
999,14,35
308,14,40
787,14,42
565,14,44
141,14,52
287,14,58
53,14,60
795,14,62
610,13,1
246,13,3
237,13,4
472,13,8
228,13,21
276,13,22
493,13,44
198,13,48
502,12,4
49,12,5
677,12,6
267,12,13
439,12,14
851,12,29
577,12,44
920,12,47
87,12,52
96,12,52
667,12,58
956,12,59
797,12,60
624,12,62
84,12,66
45,11,1
28,11,5
353,11,9
717,11,14
867,11,16
726,11,22
521,11,34
378,11,43
859,11,47
441,11,50
281,11,64
253,10,0
893,10,8
274,10,10
949,10,15
474,10,18
844,10,27
967,10,50
653,10,51
372,10,54
285,10,66
14,0,70
63,0,70
103,0,70
105,0,70
123,0,70
132,0,70
146,0,70
149,0,70
182,0,70
222,0,70
273,0,70
300,0,70
360,0,70
376,0,70
408,0,70
410,0,70
433,0,70
452,0,70
482,0,70
497,0,70
533,0,70
588,0,70
611,0,70
615,0,70
632,0,70
648,0,70
651,0,70
673,0,70
707,0,70
740,0,70
789,0,70
800,0,70
802,0,70
803,0,70
820,0,70
836,0,70
839,0,70
856,0,70
869,0,70
886,0,70
927,0,70
946,0,70
992,0,70
