31,465,134
444,435,137
959,417,98
953,411,161
633,403,131
745,401,134
476,400,72
722,397,103
37,397,109
823,396,107
7,394,156
117,392,74
138,392,160
487,389,106
645,389,131
351,389,191
913,388,104
508,388,183
753,386,120
243,385,114
951,383,64
315,383,152
403,382,84
822,381,76
628,381,86
512,380,118
729,380,144
173,377,67
140,376,147
605,375,111
421,375,150
462,374,93
551,374,106
520,374,113
810,373,47
640,373,80
329,373,196
71,371,101
857,371,166
167,370,159
540,369,107
92,369,121
845,367,141
938,365,72
597,365,130
57,363,76
124,363,102
799,363,107
442,363,129
233,363,143
313,363,144
449,362,112
544,361,94
955,361,96
85,361,179
657,360,100
553,360,174
742,359,78
778,358,122
129,356,113
451,356,115
988,354,140
492,354,141
478,353,65
960,353,127
235,353,158
523,352,53
586,350,115
889,349,79
652,348,61
790,348,94
887,348,105
100,348,109
26,348,115
379,347,129
111,346,48
219,346,95
943,346,97
58,346,124
120,346,131
447,346,133
674,345,90
385,345,99
392,345,118
107,345,120
11,345,134
715,344,92
104,344,150
443,343,99
672,343,105
479,343,107
340,343,109
531,343,111
218,342,115
186,341,60
617,341,72
474,341,73
815,341,101
727,341,107
348,341,127
878,341,179
191,340,31
596,339,111
583,338,104
43,338,140
172,337,29
76,337,131
50,336,120
406,335,52
413,335,119
415,334,94
209,333,128
197,332,97
342,332,128
91,331,78
550,331,108
642,331,126
986,331,127
897,331,134
61,330,103
388,330,122
793,328,77
563,328,104
484,328,165
698,327,78
455,327,92
226,327,135
74,327,137
207,326,44
761,326,66
832,326,114
221,326,161
389,325,66
665,325,122
814,325,137
343,324,71
862,324,111
324,323,43
294,323,86
716,323,90
903,323,96
718,323,103
909,323,104
133,323,118
338,322,55
317,322,92
773,322,113
242,322,122
426,322,176
500,321,97
210,321,103
54,321,134
738,320,86
280,320,120
792,320,135
725,319,65
188,319,81
496,319,129
962,318,90
211,318,112
194,318,137
743,318,149
557,317,95
327,317,109
901,317,148
776,317,176
829,316,70
849,316,84
936,315,99
159,315,118
772,315,124
746,315,171
916,315,200
818,314,98
477,314,147
334,314,150
369,314,172
381,313,98
542,313,99
325,313,101
621,313,115
489,312,65
704,312,79
143,312,82
366,312,84
847,312,119
688,312,150
882,311,68
485,311,95
407,311,99
341,311,101
894,310,58
67,310,90
809,310,94
620,310,109
470,310,118
268,310,133
298,309,84
893,309,90
320,309,153
458,308,89
638,308,109
371,308,110
895,308,176
196,307,88
349,307,92
108,307,110
65,306,64
991,306,73
571,306,76
858,306,95
513,306,99
272,306,118
395,306,138
816,306,150
786,306,162
89,305,116
535,305,117
647,305,118
260,304,67
639,304,106
244,304,162
720,304,162
337,303,73
855,303,85
361,303,91
292,303,96
631,303,132
367,302,102
561,302,146
937,302,147
169,301,91
846,301,96
668,301,99
213,301,141
227,301,154
618,300,41
21,300,52
237,300,57
646,300,75
428,300,124
386,300,137
868,300,175
734,299,120
747,299,152
780,298,166
300,298,178
365,297,63
700,297,122
42,297,136
405,297,136
920,297,169
603,296,49
755,296,102
166,296,154
20,295,99
236,295,99
290,295,101
881,295,126
128,295,137
567,295,139
602,295,147
465,294,170
915,293,90
912,293,92
70,293,98
435,293,102
228,293,118
347,293,131
918,293,131
400,293,147
434,293,154
863,293,188
791,292,49
510,292,79
613,292,111
225,292,120
198,292,152
982,292,161
919,291,66
156,291,77
552,291,89
891,291,104
933,291,107
578,291,117
841,291,137
56,290,74
119,290,84
265,290,104
178,290,131
429,290,138
203,290,139
55,290,173
798,289,113
875,288,118
658,287,56
164,287,73
9,287,78
370,287,101
840,287,108
427,287,125
928,287,129
419,287,133
526,287,147
924,287,209
176,286,96
555,286,102
636,286,115
69,286,122
528,286,158
404,286,163
952,286,195
608,285,65
122,285,90
714,285,90
888,285,93
125,285,114
279,285,116
902,285,119
676,285,130
456,285,137
626,285,169
90,285,179
706,284,63
826,284,111
507,284,118
817,284,202
397,283,73
179,283,107
796,283,119
906,283,137
669,283,154
319,283,177
491,282,125
529,282,133
935,281,86
136,281,101
921,281,116
766,281,146
112,281,162
678,280,92
131,280,107
13,280,108
102,280,142
671,280,166
417,279,111
993,278,77
774,278,79
757,278,80
399,278,98
775,278,124
836,278,132
600,278,146
854,278,183
604,277,69
612,277,120
908,277,142
187,276,74
805,276,77
630,276,104
109,276,141
398,276,147
150,276,169
208,276,174
532,276,186
437,275,67
494,275,73
2,275,107
430,275,108
685,274,88
51,274,107
680,274,137
401,274,141
246,273,18
576,273,77
569,273,90
