100,0,47,19
101,0,76,26
102,0,17,14
103,0,93,13
104,0,95,14
105,0,23,5
106,0,35,31
107,0,72,16
108,0,85,27
109,0,67,19
110,0,27,6
111,0,13,7
112,0,37,23
113,0,93,32
114,0,13,24
115,0,26,21
116,0,51,22
117,0,86,3
118,0,78,23
119,0,14,12
120,0,76,9
121,0,89,24
122,0,94,14
123,0,34,1
124,0,62,11
125,0,41,29
126,0,31,0
127,0,84,18
128,0,85,27
129,0,83,11
130,0,87,16
131,0,83,15
132,0,24,6
133,0,62,2
134,0,74,31
135,0,51,16
136,0,59,1
137,0,20,8
138,0,94,24
139,0,46,8
140,0,58,26
141,0,28,0
142,0,27,4
143,0,94,15
144,0,91,33
145,0,87,30
146,0,13,18
147,0,70,31
148,0,82,33
149,0,37,4
150,0,92,26
151,0,80,28
152,0,68,31
153,0,73,32
154,0,79,2
155,0,93,25
156,0,34,8
157,0,48,5
158,0,54,5
159,0,38,26
160,0,21,6
161,0,86,12
162,0,41,16
163,0,66,27
164,0,58,0
165,0,24,11
166,0,41,23
167,0,87,7
168,0,30,0
169,0,72,30
170,0,21,31
171,0,15,15
172,0,77,5
173,0,61,10
174,0,81,11
175,0,67,15
176,0,53,12
177,0,78,12
178,0,92,3
179,0,90,1
180,0,38,28
181,0,13,6
182,0,44,32
183,0,63,10
184,0,23,5
185,0,21,32
186,0,99,8
187,0,13,30
188,0,92,5
189,0,21,21
190,0,11,11
191,0,85,1
192,0,69,4
193,0,26,25
194,0,94,21
195,0,34,26
196,0,99,13
197,0,78,19
198,0,33,5
199,0,20,19
100,1,86,73
101,1,12,44
102,1,13,57
103,1,23,55
104,1,47,69
105,1,44,41
106,1,50,50
107,1,84,56
108,1,69,49
109,1,95,66
110,1,71,78
111,1,80,39
112,1,79,36
113,1,61,74
114,1,93,78
115,1,21,65
116,1,63,76
117,1,77,68
118,1,27,59
119,1,85,51
120,1,70,74
121,1,54,70
122,1,27,60
123,1,57,44
124,1,64,47
125,1,14,33
126,1,74,50
127,1,48,34
128,1,83,35
129,1,89,67
130,1,17,32
131,1,61,47
132,1,88,67
133,1,52,67
134,1,58,71
135,1,28,49
136,1,16,65
137,1,86,76
138,1,87,50
139,1,18,49
140,1,85,61
141,1,83,45
