900,0,44,2
901,0,93,30
902,0,25,25
903,0,28,14
904,0,61,31
905,0,98,31
906,0,36,18
907,0,51,3
908,0,48,28
909,0,67,20
910,0,27,5
911,0,79,18
912,0,90,8
913,0,96,29
914,0,69,11
915,0,88,0
916,0,86,22
917,0,46,22
918,0,48,28
919,0,71,11
920,0,75,24
921,0,77,15
922,0,18,10
923,0,23,19
924,0,75,24
925,0,16,7
926,0,42,25
927,0,76,21
928,0,53,23
929,0,62,22
930,0,62,19
931,0,11,22
932,0,14,19
933,0,83,26
934,0,66,1
935,0,65,14
936,0,77,19
937,0,79,19
938,0,70,6
939,0,49,9
940,0,14,10
941,0,74,5
942,0,37,4
943,0,87,8
944,0,64,12
945,0,82,18
946,0,16,12
947,0,46,26
948,0,27,33
949,0,88,32
950,0,49,26
951,0,98,1
952,0,94,26
953,0,97,30
954,0,75,0
955,0,90,24
956,0,42,3
957,0,43,12
958,0,44,26
959,0,99,21
960,0,97,16
961,0,39,12
962,0,94,3
963,0,77,33
964,0,53,14
965,0,72,21
966,0,32,20
967,0,25,22
968,0,81,0
969,0,29,8
970,0,94,8
971,0,80,1
972,0,50,17
973,0,17,29
974,0,29,17
975,0,25,15
976,0,24,33
977,0,14,6
978,0,47,4
979,0,71,26
980,0,57,32
981,0,35,9
982,0,98,28
983,0,42,2
984,0,27,19
985,0,70,32
986,0,66,2
987,0,34,21
988,0,94,9
989,0,31,29
990,0,14,22
991,0,66,3
992,0,51,20
993,0,99,14
994,0,43,15
995,0,57,27
996,0,10,11
997,0,32,27
998,0,22,18
999,0,27,4
900,1,88,77
901,1,34,72
902,1,62,52
903,1,90,41
904,1,56,56
905,1,94,67
906,1,51,69
907,1,18,61
908,1,97,38
909,1,54,45
910,1,82,54
911,1,48,49
912,1,59,58
913,1,81,48
914,1,21,65
915,1,62,59
916,1,20,70
917,1,60,42
918,1,27,73
919,1,28,30
920,1,57,75
921,1,58,53
922,1,38,51
923,1,31,58
924,1,93,75
925,1,59,54
926,1,61,49
927,1,63,51
928,1,88,67
929,1,93,47
930,1,78,63
931,1,92,48
932,1,75,77
933,1,73,38
934,1,83,76
935,1,76,32
936,1,72,74
937,1,59,33
938,1,88,37
939,1,52,53
940,1,33,43
941,1,59,32
942,1,46,40
943,1,94,49
944,1,27,78
945,1,95,55
946,1,21,69
947,1,43,66
948,1,33,65
949,1,77,77
950,1,41,48
951,1,29,33
952,1,21,58
953,1,76,63
954,1,33,69
955,1,94,30
956,1,51,71
957,1,20,57
958,1,22,63
959,1,85,64
960,1,89,66
961,1,22,58
962,1,62,48
963,1,64,32
964,1,46,54
965,1,30,34
966,1,25,46
967,1,96,47
968,1,69,51
969,1,48,54
970,1,23,40
971,1,77,42
972,1,68,60
973,1,41,59
974,1,27,30
975,1,31,44
976,1,38,47
977,1,81,71
978,1,18,73
979,1,61,64
980,1,81,63
981,1,89,37
982,1,26,70
983,1,64,77
984,1,35,58
985,1,24,40
986,1,72,72
987,1,56,37
988,1,93,48
989,1,22,48
990,1,37,76
991,1,95,51
992,1,16,68
993,1,44,43
994,1,77,50
995,1,74,38
996,1,88,64
997,1,73,38
998,1,29,55
999,1,13,37
900,2,97,84
901,2,52,115
902,2,68,79
903,2,16,95
904,2,91,106
905,2,94,116
906,2,57,96
907,2,31,129
908,2,36,122
909,2,16,118
910,2,66,91
911,2,36,103
912,2,24,96
913,2,34,87
914,2,65,123
915,2,62,82
916,2,75,132
917,2,14,103
918,2,87,86
919,2,58,75
920,2,64,128
921,2,60,132
922,2,54,108
923,2,63,135
924,2,41,127
925,2,46,88
926,2,77,136
927,2,16,114
928,2,71,98
929,2,30,138
930,2,23,118
931,2,50,133
932,2,78,87
933,2,17,101
934,2,92,86
935,2,55,102
936,2,54,78
937,2,49,121
938,2,87,99
939,2,88,103
940,2,76,83
941,2,38,80
942,2,53,103
943,2,20,130
944,2,72,99
945,2,19,86
946,2,15,131
947,2,49,117
948,2,19,81
949,2,82,120
950,2,15,108
951,2,63,88
952,2,86,135
953,2,95,112
954,2,16,99
955,2,59,92
956,2,26,79
957,2,41,111
958,2,11,103
959,2,99,106
960,2,66,129
961,2,40,107
962,2,53,79
963,2,85,77
964,2,39,124
965,2,46,106
966,2,46,86
967,2,24,88
968,2,39,90
969,2,24,115
970,2,42,136
971,2,36,105
972,2,19,91
973,2,18,86
974,2,30,90
975,2,23,99
976,2,38,107
977,2,60,97
978,2,14,77
979,2,72,132
980,2,61,88
981,2,17,126
982,2,39,134
983,2,41,104
984,2,80,112
985,2,70,134
986,2,95,82
987,2,86,121
988,2,27,135
989,2,94,91
990,2,69,107
991,2,54,111
992,2,47,134
993,2,23,110
994,2,75,138
995,2,24,93
996,2,85,77
997,2,46,117
998,2,23,134
999,2,40,108
900,3,43,151
901,3,83,155
902,3,63,143
903,3,99,152
904,3,43,146
905,3,16,148
906,3,90,148
907,3,38,140
908,3,24,143
909,3,99,145
910,3,96,158
911,3,34,149
912,3,52,151
913,3,95,144
914,3,16,147
915,3,82,156
916,3,88,154
917,3,14,154
918,3,32,152
919,3,97,140
920,3,89,135
921,3,66,144
922,3,16,154
923,3,45,151
924,3,35,153
925,3,58,139
926,3,10,152
927,3,85,137
928,3,97,157
929,3,18,140
930,3,42,142
931,3,75,156
932,3,35,147
933,3,66,135
934,3,22,142
935,3,97,156
936,3,74,152
937,3,31,152
938,3,69,144
939,3,45,156
940,3,32,142
941,3,16,139
942,3,62,146
943,3,68,147
944,3,97,142
945,3,20,141
946,3,77,144
947,3,42,148
948,3,69,150
949,3,54,155
950,3,96,151
951,3,98,153
952,3,31,156
953,3,74,152
954,3,62,136
955,3,53,137
956,3,72,153
957,3,33,136
958,3,74,143
959,3,92,137
960,3,61,139
961,3,63,146
962,3,21,138
963,3,56,156
964,3,23,146
965,3,54,138
966,3,39,156
967,3,89,155
968,3,20,147
969,3,12,145
970,3,50,148
971,3,30,148
972,3,23,146
973,3,93,149
974,3,86,157
975,3,97,152
976,3,79,157
977,3,97,135
978,3,54,150
979,3,13,150
980,3,44,139
981,3,74,157
982,3,63,149
983,3,72,153
984,3,48,136
985,3,59,157
986,3,23,154
987,3,73,157
988,3,99,146
989,3,19,135
990,3,28,153
991,3,28,144
992,3,39,140
993,3,46,135
994,3,16,139
995,3,62,150
996,3,13,150
997,3,26,141
998,3,80,144
999,3,29,137
900,4,16,196
901,4,55,171
902,4,67,215
903,4,90,189
904,4,67,207
905,4,39,192
906,4,49,201
907,4,34,155
908,4,72,206
909,4,87,171
910,4,81,165
911,4,64,164
912,4,68,174
913,4,82,191
914,4,87,183
915,4,81,189
916,4,46,217
917,4,72,162
918,4,99,187
919,4,37,205
920,4,12,202
921,4,20,167
922,4,48,193
923,4,53,164
924,4,43,225
925,4,52,171
926,4,97,221
927,4,67,226
928,4,75,181
929,4,50,200
930,4,27,169
931,4,48,172
932,4,26,157
933,4,52,202
934,4,73,204
935,4,85,178
936,4,38,171
937,4,84,217
938,4,51,181
939,4,62,182
940,4,44,200
941,4,23,217
942,4,25,187
943,4,77,158
944,4,15,191
945,4,50,155
946,4,37,228
947,4,14,181
948,4,67,182
949,4,10,170
950,4,32,157
951,4,95,184
952,4,85,216
953,4,69,199
954,4,60,203
955,4,65,208
956,4,12,214
957,4,45,201
958,4,51,191
959,4,42,165
960,4,40,172
961,4,27,172
962,4,88,217
963,4,20,178
964,4,91,171
965,4,71,214
966,4,87,174
967,4,10,205
968,4,37,209
969,4,95,165
970,4,20,191
971,4,22,180
972,4,94,207
973,4,48,214
974,4,79,214
975,4,28,221
976,4,93,166
977,4,16,180
978,4,95,184
979,4,48,200
980,4,71,182
981,4,89,183
982,4,66,175
983,4,92,175
984,4,35,198
985,4,69,204
986,4,75,212
987,4,72,184
988,4,41,197
989,4,58,180
990,4,68,208
991,4,63,159
992,4,10,227
993,4,66,170
994,4,52,208
995,4,24,172
996,4,19,194
997,4,95,209
998,4,76,177
999,4,14,190
