800,0,26,32
801,0,60,17
802,0,34,1
803,0,91,18
804,0,95,25
805,0,54,19
806,0,81,32
807,0,26,3
808,0,95,33
809,0,80,15
810,0,37,3
811,0,63,7
812,0,75,32
813,0,71,22
814,0,90,3
815,0,60,27
816,0,24,21
817,0,57,22
818,0,62,30
819,0,17,30
820,0,63,18
821,0,43,1
822,0,97,25
823,0,83,9
824,0,20,31
825,0,94,17
826,0,40,22
827,0,95,1
828,0,55,11
829,0,87,1
830,0,44,32
831,0,60,26
832,0,79,11
833,0,29,28
834,0,32,10
835,0,91,22
836,0,20,10
837,0,74,19
838,0,16,33
839,0,86,13
840,0,70,20
841,0,19,24
842,0,36,26
843,0,55,27
844,0,67,27
845,0,63,22
846,0,70,25
847,0,57,11
848,0,38,24
849,0,55,18
850,0,58,33
851,0,83,10
852,0,43,3
853,0,39,25
854,0,77,7
855,0,66,23
856,0,43,22
857,0,83,30
858,0,54,9
859,0,27,3
860,0,30,26
861,0,13,0
862,0,82,11
863,0,43,30
864,0,34,9
865,0,43,5
866,0,49,20
867,0,13,20
868,0,98,18
869,0,73,23
870,0,58,33
871,0,23,17
872,0,69,19
873,0,70,33
874,0,26,26
875,0,74,18
876,0,60,3
877,0,56,9
878,0,82,13
879,0,18,0
880,0,28,16
881,0,73,1
882,0,93,23
883,0,42,3
884,0,98,3
885,0,83,23
886,0,90,21
887,0,72,24
888,0,31,1
889,0,96,0
890,0,51,27
891,0,95,16
892,0,44,6
893,0,88,15
894,0,46,23
895,0,96,22
896,0,83,28
897,0,63,29
898,0,53,9
899,0,26,20
800,1,71,56
801,1,17,68
802,1,56,51
803,1,69,68
804,1,68,78
805,1,43,34
806,1,40,52
807,1,68,50
808,1,43,77
809,1,20,62
810,1,90,39
811,1,16,70
812,1,36,51
813,1,66,50
814,1,79,36
815,1,86,37
816,1,87,69
817,1,58,69
818,1,89,40
819,1,80,68
820,1,41,61
821,1,15,59
822,1,23,32
823,1,47,48
824,1,97,47
825,1,30,66
826,1,44,75
827,1,18,32
828,1,88,63
829,1,62,50
830,1,71,36
831,1,31,74
832,1,18,78
833,1,43,59
834,1,14,72
835,1,48,73
836,1,83,69
837,1,95,73
838,1,21,35
839,1,85,55
840,1,42,75
841,1,33,38
842,1,23,48
843,1,34,65
844,1,71,40
845,1,46,66
846,1,56,69
847,1,58,57
848,1,53,60
849,1,64,58
850,1,74,45
851,1,32,74
852,1,18,53
853,1,31,78
854,1,37,64
855,1,98,40
856,1,75,69
857,1,73,38
858,1,43,31
859,1,68,35
860,1,83,35
861,1,34,71
862,1,60,46
863,1,43,75
864,1,52,39
865,1,18,44
866,1,55,67
867,1,17,40
868,1,50,65
869,1,28,63
870,1,64,72
871,1,16,41
872,1,86,69
873,1,17,78
874,1,13,38
875,1,67,77
876,1,72,50
877,1,14,49
878,1,73,57
879,1,11,69
880,1,15,75
881,1,76,59
882,1,59,36
883,1,18,76
884,1,39,65
885,1,31,66
886,1,27,48
887,1,45,33
888,1,79,69
889,1,80,57
890,1,18,76
891,1,75,48
892,1,65,69
893,1,97,38
894,1,60,50
895,1,19,74
896,1,22,70
897,1,95,67
898,1,32,60
899,1,18,44
800,2,62,85
801,2,22,110
802,2,21,119
803,2,60,127
804,2,92,107
805,2,27,97
806,2,93,117
807,2,52,112
808,2,64,112
809,2,56,97
810,2,64,107
811,2,38,97
812,2,26,137
813,2,46,136
814,2,44,126
815,2,30,87
816,2,94,122
817,2,63,129
818,2,29,94
819,2,90,137
820,2,33,90
821,2,99,104
822,2,99,100
823,2,83,100
824,2,55,130
825,2,62,124
826,2,75,78
827,2,57,82
828,2,20,137
829,2,97,79
830,2,39,119
831,2,83,87
832,2,70,82
833,2,16,126
834,2,17,84
835,2,20,122
836,2,97,83
837,2,83,138
838,2,80,122
839,2,56,117
840,2,34,79
841,2,92,120
842,2,92,133
843,2,17,136
844,2,53,129
845,2,97,111
846,2,71,89
847,2,57,114
848,2,63,132
849,2,77,92
850,2,64,101
851,2,42,100
852,2,15,108
853,2,15,117
854,2,94,132
855,2,97,77
856,2,65,115
857,2,74,124
858,2,37,78
859,2,45,100
860,2,81,136
861,2,69,129
862,2,14,135
863,2,73,133
864,2,32,80
865,2,87,99
866,2,52,104
867,2,33,78
868,2,53,117
869,2,97,116
870,2,78,137
871,2,24,134
872,2,80,136
873,2,67,78
874,2,42,81
875,2,76,82
876,2,32,98
877,2,90,115
878,2,16,135
879,2,15,97
880,2,42,110
881,2,30,94
882,2,15,84
883,2,55,114
884,2,43,109
885,2,14,116
886,2,84,112
887,2,94,131
888,2,69,115
889,2,87,109
890,2,48,90
891,2,39,106
892,2,62,92
893,2,26,122
894,2,76,75
895,2,53,127
896,2,60,136
897,2,10,92
898,2,63,94
899,2,47,132
800,3,62,136
801,3,62,142
802,3,94,149
803,3,60,158
804,3,19,157
805,3,59,154
806,3,46,143
807,3,67,145
808,3,26,156
809,3,85,136
810,3,95,137
811,3,30,136
812,3,40,155
813,3,81,157
814,3,47,145
815,3,99,138
816,3,49,146
817,3,59,155
818,3,35,139
819,3,41,152
820,3,58,146
821,3,56,158
822,3,80,143
823,3,96,146
824,3,60,145
825,3,54,152
826,3,38,135
827,3,32,135
828,3,32,158
829,3,85,156
830,3,74,152
831,3,14,153
832,3,79,135
833,3,70,154
834,3,90,141
835,3,84,155
836,3,78,140
837,3,20,153
838,3,88,155
839,3,30,136
840,3,93,144
841,3,84,154
842,3,26,142
843,3,88,146
844,3,42,154
845,3,66,143
846,3,35,146
847,3,67,139
848,3,24,153
849,3,83,139
850,3,35,155
851,3,85,156
852,3,14,153
853,3,45,135
854,3,33,157
855,3,17,139
856,3,22,136
857,3,55,151
858,3,98,148
859,3,69,155
860,3,99,147
861,3,68,146
862,3,74,139
863,3,83,137
864,3,55,157
865,3,56,158
866,3,46,137
867,3,25,142
868,3,53,148
869,3,58,142
870,3,64,147
871,3,26,137
872,3,83,140
873,3,49,144
874,3,77,150
875,3,57,147
876,3,66,158
877,3,49,141
878,3,74,153
879,3,56,157
880,3,77,137
881,3,92,146
882,3,84,139
883,3,29,150
884,3,56,158
885,3,56,157
886,3,62,143
887,3,82,148
888,3,77,146
889,3,30,148
890,3,91,148
891,3,20,136
892,3,24,139
893,3,88,147
894,3,77,140
895,3,78,147
896,3,93,156
897,3,79,143
898,3,22,149
899,3,14,141
800,4,86,226
801,4,97,156
802,4,22,228
803,4,63,228
804,4,56,164
805,4,93,168
806,4,42,181
807,4,52,157
808,4,41,202
809,4,69,179
810,4,87,156
811,4,21,155
812,4,47,160
813,4,90,206
814,4,65,222
815,4,66,207
816,4,52,187
817,4,47,222
818,4,99,190
819,4,74,166
820,4,47,226
821,4,96,157
822,4,82,171
823,4,87,199
824,4,54,191
825,4,29,173
826,4,87,196
827,4,48,172
828,4,53,186
829,4,70,180
830,4,28,183
831,4,40,172
832,4,98,206
833,4,66,223
834,4,41,193
835,4,18,222
836,4,66,227
837,4,46,222
838,4,28,156
839,4,95,227
840,4,48,185
841,4,63,196
842,4,65,225
843,4,64,224
844,4,10,182
845,4,95,194
846,4,69,162
847,4,73,193
848,4,32,165
849,4,37,172
850,4,91,217
851,4,12,184
852,4,56,184
853,4,48,206
854,4,70,220
855,4,25,201
856,4,73,228
857,4,86,218
858,4,74,224
859,4,11,202
860,4,60,192
861,4,23,210
862,4,94,175
863,4,51,208
864,4,23,171
865,4,97,156
866,4,18,215
867,4,11,171
868,4,46,222
869,4,99,226
870,4,53,174
871,4,39,223
872,4,18,183
873,4,58,212
874,4,37,173
875,4,81,191
876,4,68,194
877,4,60,211
878,4,96,216
879,4,75,208
880,4,74,206
881,4,24,221
882,4,60,181
883,4,78,165
884,4,41,176
885,4,90,200
886,4,45,226
887,4,55,164
888,4,29,157
889,4,56,160
890,4,28,156
891,4,62,193
892,4,29,186
893,4,10,163
894,4,51,165
895,4,62,201
896,4,50,158
897,4,84,198
898,4,91,156
899,4,61,217
